age,gender,sleep_hours,daily_steps,exercise_minutes_week,water_intake_liters,stress_level,nutrition_quality,screen_time_hours,wellbeing_score
21 to 35,Female,7,3,31,2.02,3,3,3,641.4
21 to 35,Female,7,3,72,3.85,3,3,4,641.4
36 to 50,Male,5,8,100,2.24,3,1,3,609.7
36 to 50,Male,8,5,173,3.37,3,3,4,694.7
21 to 35,Female,7,1,275,3.6,0,4,2,658.0
21 to 35,Female,8,8,243,1.81,3,2,8,690.2
51 or more,Male,7,3,136,1.67,1,4,3,712.8
21 to 35,Male,6,2,292,3.0,2,2,9,612.1
21 to 35,Female,7,5,205,3.05,0,2,4,687.7
21 to 35,Male,8,7,136,3.06,1,5,8,690.0
21 to 35,Male,7,3,115,2.64,2,2,6,583.6
21 to 35,Female,7,5,256,3.84,4,3,3,645.2
21 to 35,Male,8,8,111,3.23,3,4,5,700.4
21 to 35,Male,7,10,270,1.69,1,5,4,683.6
51 or more,Female,10,2,31,3.46,1,5,7,670.7
51 or more,Female,5,6,280,2.19,3,5,8,665.4
51 or more,Female,7,8,71,3.31,3,4,9,664.5
36 to 50,Female,7,10,110,1.65,4,3,7,673.4
21 to 35,Female,6,8,291,3.42,3,5,9,723.8
21 to 35,Female,6,8,226,2.86,3,5,7,723.8
36 to 50,Female,7,7,277,3.3,2,2,7,664.3
51 or more,Female,6,1,65,2.74,5,2,6,690.1
21 to 35,Male,4,4,132,3.5,4,3,6,579.8
51 or more,Female,6,1,127,3.87,2,4,7,668.0
21 to 35,Male,7,3,174,3.36,3,4,7,702.6
36 to 50,Female,8,3,156,3.36,1,2,2,673.9
51 or more,Female,7,10,96,2.04,3,5,8,749.9
51 or more,Male,5,9,176,2.39,3,4,7,683.0
36 to 50,Female,6,1,110,1.81,4,2,9,618.7
36 to 50,Female,6,5,282,2.83,4,4,7,665.4
21 to 35,Male,7,7,271,2.62,2,2,2,643.9
21 to 35,Male,5,1,94,2.24,2,1,8,611.7
36 to 50,Female,4,3,100,1.67,4,1,7,693.5
21 to 35,Female,8,9,65,3.83,2,2,7,678.5
21 to 35,Female,5,10,96,3.01,4,2,3,649.2
21 to 35,Female,8,5,112,2.31,1,1,3,706.6
21 to 35,Male,10,2,199,2.37,1,2,9,629.9
21 to 35,Female,7,4,96,2.49,3,2,9,697.7
21 to 35,Female,7,4,127,3.53,3,5,5,619.5
21 to 35,Male,9,6,279,2.03,1,5,6,712.1
Less than 20,Male,7,8,237,3.64,1,2,4,688.3
36 to 50,Male,7,10,92,2.28,3,5,5,789.0
36 to 50,Female,8,10,107,3.68,4,5,9,695.7
36 to 50,Female,8,4,59,3.74,5,3,9,652.0
21 to 35,Male,9,2,280,3.24,1,2,8,677.3
21 to 35,Male,9,2,144,3.74,1,2,7,684.1
Less than 20,Female,10,6,248,3.37,4,2,8,673.2
51 or more,Female,6,8,183,1.86,4,2,5,700.0
21 to 35,Female,8,6,250,3.89,3,2,8,632.0
21 to 35,Male,7,5,52,1.98,5,1,5,648.6
21 to 35,Female,8,10,243,2.74,3,2,8,658.3
21 to 35,Male,8,7,177,2.46,2,2,7,705.3
36 to 50,Female,8,1,237,2.37,0,0,4,549.4
36 to 50,Female,6,2,188,3.46,4,2,8,618.9
51 or more,Female,6,8,196,2.23,2,2,9,584.4
Less than 20,Female,7,4,92,2.84,1,2,7,672.2
21 to 35,Female,7,7,52,2.34,3,5,5,689.8
51 or more,Female,7,5,253,3.73,3,5,2,716.6
21 to 35,Female,8,10,230,1.89,3,2,2,609.0
51 or more,Male,7,7,244,1.94,3,4,2,632.0
51 or more,Male,6,3,294,1.78,5,5,5,569.8
21 to 35,Female,9,5,258,3.39,1,5,5,698.3
21 to 35,Female,8,10,256,1.9,0,4,6,680.4
51 or more,Female,7,5,259,2.83,2,3,8,728.5
21 to 35,Female,8,2,244,3.42,4,4,3,695.8
36 to 50,Male,8,7,186,1.79,2,2,6,707.0
36 to 50,Female,9,4,42,3.83,3,1,7,659.0
36 to 50,Female,9,8,226,2.21,3,4,2,649.6
21 to 35,Female,7,4,140,3.48,3,3,8,665.4
36 to 50,Male,8,6,132,3.48,3,2,3,649.0
51 or more,Male,8,5,132,2.37,5,1,9,572.3
21 to 35,Female,7,6,199,2.88,3,4,6,647.1
51 or more,Male,9,8,138,3.08,4,2,4,632.6
36 to 50,Male,5,5,155,2.54,4,3,4,700.9
21 to 35,Female,7,10,264,2.39,2,4,4,690.4
51 or more,Male,6,4,177,3.63,4,2,2,578.5
36 to 50,Male,8,2,200,2.0,2,2,3,655.0
21 to 35,Female,7,9,30,3.49,2,4,2,739.5
21 to 35,Male,8,5,69,2.01,5,3,8,619.9
36 to 50,Female,7,8,266,3.25,4,3,4,718.9
21 to 35,Female,10,10,36,2.22,2,1,5,646.8
21 to 35,Female,8,1,192,3.82,5,2,2,658.2
36 to 50,Female,7,5,186,3.01,4,2,3,660.5
36 to 50,Female,8,2,143,2.83,2,2,2,617.6
36 to 50,Female,8,2,141,2.24,2,2,3,617.6
21 to 35,Female,8,7,286,2.77,2,3,7,683.2
36 to 50,Female,7,4,102,1.66,1,4,5,663.7
21 to 35,Female,7,8,222,1.86,2,2,6,673.0
36 to 50,Female,6,3,253,2.24,4,5,3,619.1
21 to 35,Female,7,3,123,3.87,3,0,3,627.8
21 to 35,Female,9,6,236,2.67,2,4,9,662.8
Less than 20,Female,8,6,199,2.5,3,3,4,666.0
21 to 35,Male,7,10,185,3.43,1,2,9,658.1
Less than 20,Female,5,10,273,3.23,3,5,8,730.8
21 to 35,Male,6,5,32,3.16,3,2,4,653.5
Less than 20,Female,5,10,249,3.01,3,5,5,730.8
21 to 35,Female,8,1,34,1.82,5,1,8,615.7
51 or more,Male,7,10,223,2.48,3,5,7,755.0
51 or more,Male,7,10,83,3.75,3,5,7,755.0
36 to 50,Female,7,2,238,3.9,4,1,8,602.1
51 or more,Female,6,5,105,2.58,3,3,2,675.6
51 or more,Female,7,5,247,1.5,1,3,8,669.0
21 to 35,Male,7,2,147,2.75,0,0,6,646.3
21 to 35,Female,8,10,109,2.07,1,3,6,707.6
36 to 50,Female,5,3,216,1.97,5,2,8,613.8
36 to 50,Female,5,6,37,2.21,3,2,5,619.5
51 or more,Female,8,10,120,1.81,5,4,6,694.0
51 or more,Female,5,9,239,1.61,5,3,2,664.3
21 to 35,Male,7,8,287,2.61,3,5,4,606.7
21 to 35,Male,7,7,70,2.16,3,5,7,604.8
36 to 50,Male,7,6,244,2.14,2,2,5,633.5
36 to 50,Male,6,6,213,2.05,3,3,6,641.8
21 to 35,Female,7,5,270,2.74,1,5,8,731.9
51 or more,Female,7,2,135,3.33,3,5,7,636.1
36 to 50,Male,6,10,51,3.14,3,5,5,680.0
51 or more,Female,7,2,274,3.94,3,5,9,646.3
36 to 50,Male,6,10,108,3.79,3,5,9,680.0
21 to 35,Female,8,4,52,2.54,4,2,5,708.1
21 to 35,Female,9,9,140,3.53,2,2,3,634.5
36 to 50,Female,6,6,159,1.96,2,3,3,653.7
21 to 35,Female,8,9,289,2.03,1,2,5,639.4
36 to 50,Male,8,3,183,3.25,4,5,7,699.4
51 or more,Male,6,1,48,2.04,4,1,3,642.5
51 or more,Female,6,8,78,2.63,3,3,6,723.8
36 to 50,Female,7,10,103,2.31,1,3,5,698.9
21 to 35,Female,9,5,243,2.08,2,4,3,727.2
Less than 20,Female,8,6,82,1.89,1,1,6,659.2
36 to 50,Female,7,6,219,3.03,2,2,4,652.2
21 to 35,Male,7,5,158,1.64,4,1,8,607.8
21 to 35,Male,7,5,173,3.26,4,1,4,594.2
21 to 35,Female,5,3,277,3.74,5,3,9,629.1
21 to 35,Female,8,9,209,2.36,4,1,7,661.5
21 to 35,Female,8,7,36,2.53,4,3,8,628.8
21 to 35,Male,7,6,235,2.98,2,2,5,604.6
51 or more,Female,7,10,97,3.17,2,5,2,731.2
51 or more,Male,8,1,172,2.86,5,1,6,556.2
51 or more,Female,8,3,137,3.23,3,3,7,651.8
21 to 35,Female,6,2,214,3.52,2,4,7,620.6
51 or more,Female,8,9,269,3.98,3,3,8,647.9
21 to 35,Male,8,3,180,2.48,3,1,7,621.2
36 to 50,Female,7,10,240,2.96,5,3,5,709.1
51 or more,Female,7,3,107,2.44,2,3,3,683.9
21 to 35,Female,8,10,257,2.09,3,5,4,711.0
Less than 20,Female,10,4,276,3.99,3,3,3,686.4
51 or more,Female,7,6,131,1.53,2,1,6,696.4
21 to 35,Male,7,1,243,1.66,4,5,5,646.1
21 to 35,Male,7,1,168,2.96,4,5,7,647.8
21 to 35,Female,7,2,215,3.27,2,5,4,631.0
21 to 35,Male,4,2,197,3.32,4,2,6,613.4
51 or more,Female,7,8,87,3.26,1,5,8,718.9
21 to 35,Female,4,10,148,3.47,5,3,4,672.8
51 or more,Male,5,7,117,3.36,5,3,7,631.6
36 to 50,Female,6,6,151,2.86,3,2,9,689.4
36 to 50,Female,6,5,273,2.68,4,2,9,672.2
36 to 50,Female,6,4,96,3.3,3,2,4,675.4
36 to 50,Female,8,8,159,3.33,4,5,5,680.0
36 to 50,Female,6,2,69,2.33,5,1,9,598.5
36 to 50,Female,6,3,241,1.51,3,2,5,625.9
21 to 35,Female,6,6,85,2.29,4,4,2,629.9
51 or more,Male,7,10,229,2.84,2,5,2,749.9
21 to 35,Female,5,2,136,2.82,2,1,2,620.4
36 to 50,Female,6,4,224,2.45,5,3,2,597.2
51 or more,Female,7,2,151,3.83,2,5,7,685.4
21 to 35,Female,7,8,124,2.69,4,2,8,644.1
51 or more,Female,4,7,154,1.85,2,3,3,685.8
51 or more,Male,8,4,155,1.98,3,0,2,670.7
51 or more,Female,8,6,65,1.74,2,4,3,700.0
51 or more,Female,4,1,246,2.17,1,0,4,681.2
21 to 35,Female,9,10,32,2.26,1,5,8,755.4
21 to 35,Female,9,10,59,2.34,1,5,3,752.0
36 to 50,Female,7,9,284,3.59,2,3,4,693.6
21 to 35,Female,7,8,74,3.41,3,1,2,625.4
36 to 50,Female,7,5,206,2.74,4,2,3,635.0
36 to 50,Female,8,2,251,2.61,3,1,4,644.8
36 to 50,Female,6,3,142,2.45,4,1,2,646.3
21 to 35,Female,8,2,151,1.53,3,2,7,641.4
36 to 50,Female,6,8,261,3.8,3,3,4,679.6
51 or more,Female,5,8,278,2.23,4,3,5,684.5
21 to 35,Male,8,6,132,3.6,1,5,4,693.2
21 to 35,Female,7,10,205,3.35,3,3,2,687.0
36 to 50,Female,6,7,265,1.79,2,1,8,652.2
21 to 35,Female,5,1,274,2.28,5,1,7,594.7
36 to 50,Female,5,5,162,2.71,3,5,6,626.1
21 to 35,Male,7,10,188,2.16,1,2,5,683.6
Less than 20,Male,6,5,51,2.51,0,1,3,643.3
Less than 20,Male,6,5,131,2.21,0,1,5,648.4
21 to 35,Male,8,2,179,3.09,1,3,2,580.2
51 or more,Female,8,3,86,2.4,1,4,4,711.3
21 to 35,Female,8,5,187,2.37,1,1,6,677.7
36 to 50,Male,7,7,224,2.18,5,3,2,628.6
51 or more,Female,7,8,196,3.5,5,3,9,640.7
36 to 50,Male,7,8,223,3.11,3,5,7,615.2
36 to 50,Female,5,8,289,3.3,3,1,4,667.5
Less than 20,Female,9,7,229,2.48,1,2,7,669.8
21 to 35,Female,6,8,34,3.6,3,2,7,664.3
51 or more,Female,7,3,120,2.54,5,4,8,644.8
51 or more,Female,7,3,53,1.94,5,3,2,597.2
21 to 35,Female,8,10,265,2.78,2,5,7,717.8
36 to 50,Female,8,10,264,2.61,2,4,6,711.0
21 to 35,Female,7,6,255,1.73,4,4,4,659.0
21 to 35,Female,8,4,57,3.16,2,5,9,694.5
51 or more,Male,6,9,181,3.53,4,5,9,693.4
36 to 50,Female,6,2,275,2.39,2,2,9,658.0
51 or more,Male,7,10,34,3.4,2,4,6,729.5
21 to 35,Female,6,5,42,2.96,4,3,9,689.2
36 to 50,Female,7,4,84,2.18,1,3,9,631.4
21 to 35,Male,8,7,131,2.36,1,3,4,690.0
36 to 50,Female,8,8,243,3.87,2,5,8,674.9
21 to 35,Male,7,4,142,2.04,1,1,9,673.9
21 to 35,Female,5,4,119,1.88,3,1,5,591.9
21 to 35,Male,7,10,276,1.69,2,2,2,700.6
Less than 20,Male,7,5,59,3.69,0,5,8,709.8
Less than 20,Male,7,5,57,3.18,0,5,3,709.8
36 to 50,Male,8,1,97,1.79,2,1,3,637.8
21 to 35,Female,8,10,172,3.41,1,3,2,748.4
36 to 50,Female,7,10,63,3.07,2,5,7,668.3
21 to 35,Male,6,4,256,3.97,4,2,8,649.9
51 or more,Female,7,6,232,2.78,4,1,7,621.6
36 to 50,Male,10,10,90,2.79,0,5,9,786.2
36 to 50,Male,7,10,220,2.12,0,5,3,797.5
36 to 50,Female,7,4,31,1.98,2,3,6,677.3
36 to 50,Male,5,8,147,3.33,2,2,8,682.8
21 to 35,Female,8,3,81,2.43,5,2,3,616.1
21 to 35,Female,6,8,44,3.31,2,3,8,669.4
21 to 35,Male,5,5,125,3.44,5,1,2,571.7
36 to 50,Female,7,10,127,3.76,1,4,7,712.5
21 to 35,Male,6,7,84,2.57,3,2,5,667.5
21 to 35,Male,6,3,274,1.74,2,2,8,627.6
Less than 20,Male,9,5,67,1.55,1,3,7,664.3
21 to 35,Female,7,7,149,2.23,3,4,9,621.8
51 or more,Female,6,4,287,3.83,1,3,2,636.3
21 to 35,Male,8,9,169,3.37,3,3,9,700.6
51 or more,Female,7,5,212,2.9,3,3,2,635.0
51 or more,Female,7,5,242,2.1,3,3,4,624.8
21 to 35,Male,6,9,155,3.28,1,1,3,656.0
21 to 35,Female,6,7,169,3.35,4,3,3,609.7
36 to 50,Male,7,1,138,2.08,2,1,4,612.1
21 to 35,Male,8,9,38,3.27,2,4,6,687.0
51 or more,Female,7,2,61,1.8,5,3,6,634.4
21 to 35,Male,7,4,264,1.75,5,1,7,551.5
Less than 20,Female,7,4,102,1.64,4,2,4,611.0
51 or more,Male,7,8,165,3.53,0,4,3,713.8
21 to 35,Male,7,1,283,2.18,1,1,6,618.9
21 to 35,Female,8,4,145,3.01,3,4,6,714.9
36 to 50,Female,7,5,185,1.86,2,3,5,692.8
51 or more,Female,8,10,111,2.61,1,5,6,695.7
36 to 50,Female,8,8,136,1.57,4,4,3,688.5
21 to 35,Female,8,10,258,3.65,1,3,5,673.6
36 to 50,Male,7,3,146,2.85,3,4,5,699.2
21 to 35,Female,10,7,242,3.73,3,4,8,641.1
21 to 35,Male,7,10,196,2.67,3,5,9,729.5
36 to 50,Female,8,10,78,2.29,2,2,9,707.6
21 to 35,Female,9,8,250,2.5,2,3,9,710.8
36 to 50,Female,7,2,208,2.11,3,3,7,636.1
36 to 50,Female,7,4,200,3.71,3,3,8,643.3
51 or more,Male,7,4,33,2.24,3,1,3,713.0
21 to 35,Female,7,10,224,2.23,5,3,4,661.5
51 or more,Female,7,10,287,3.08,2,5,8,719.3
36 to 50,Male,7,2,74,1.81,2,3,9,663.3
21 to 35,Male,7,3,237,2.05,2,2,2,643.1
21 to 35,Female,7,8,144,2.57,3,4,6,671.3
21 to 35,Female,7,1,159,1.96,2,2,7,610.4
51 or more,Female,9,3,189,2.14,3,4,9,682.6
21 to 35,Female,7,7,30,3.25,1,4,4,693.2
51 or more,Female,8,7,189,2.2,1,4,2,718.9
21 to 35,Female,8,10,294,3.09,2,2,3,699.1
36 to 50,Female,7,3,277,2.74,2,3,6,656.7
36 to 50,Female,7,3,53,3.42,2,3,4,656.7
21 to 35,Male,8,1,296,3.38,1,2,2,659.9
36 to 50,Female,9,3,185,1.99,2,5,7,742.1
21 to 35,Male,6,7,122,3.86,4,3,3,618.2
21 to 35,Male,8,8,41,3.51,2,2,7,698.7
21 to 35,Female,7,5,267,2.83,3,1,5,636.7
36 to 50,Male,8,2,150,2.9,2,1,5,638.0
36 to 50,Female,7,6,119,3.57,1,3,5,696.4
36 to 50,Female,8,10,104,2.71,3,3,3,700.8
51 or more,Male,5,10,60,2.7,5,3,2,598.2
21 to 35,Male,7,1,224,3.08,3,1,3,637.6
36 to 50,Female,7,8,118,1.72,3,4,5,678.1
21 to 35,Female,6,4,127,2.96,3,3,3,668.6
21 to 35,Female,7,6,158,2.06,2,5,6,704.9
21 to 35,Male,8,7,124,1.79,3,3,2,662.8
36 to 50,Male,7,10,193,3.54,4,5,8,738.0
21 to 35,Female,7,1,259,2.45,5,3,7,567.9
21 to 35,Female,8,3,169,2.76,2,5,6,689.2
21 to 35,Female,8,5,138,2.23,4,2,7,691.3
51 or more,Female,9,10,43,1.58,3,5,5,707.8
Less than 20,Male,6,3,190,2.61,5,2,2,546.0
21 to 35,Male,6,6,161,3.38,3,3,6,645.2
Less than 20,Female,9,2,142,3.4,3,2,9,604.2
21 to 35,Female,7,10,123,3.81,5,5,3,676.8
21 to 35,Female,7,6,118,3.6,4,2,4,676.0
51 or more,Female,7,8,163,3.96,4,1,7,616.9
Less than 20,Male,7,6,290,2.93,5,1,8,672.6
51 or more,Female,8,3,235,1.63,2,5,8,731.7
21 to 35,Male,7,1,63,3.66,3,0,3,608.7
21 to 35,Female,4,5,198,3.88,2,2,5,581.7
21 to 35,Female,7,3,175,2.66,1,5,4,731.5
36 to 50,Female,9,6,49,1.78,1,4,7,744.4
21 to 35,Female,8,4,136,1.56,3,2,2,619.7
36 to 50,Female,7,4,165,3.03,2,5,8,692.6
51 or more,Female,8,2,55,3.17,2,4,7,695.8
51 or more,Female,6,2,275,1.54,3,1,4,629.1
21 to 35,Female,7,8,184,3.87,2,4,7,698.5
21 to 35,Male,6,10,71,2.86,2,5,7,731.0
36 to 50,Female,7,10,207,3.03,1,4,8,685.3
51 or more,Male,8,5,110,2.91,2,2,2,684.5
36 to 50,Female,8,4,206,2.29,3,2,6,660.5
51 or more,Female,8,5,222,3.75,4,3,8,652.2
36 to 50,Female,8,2,220,1.51,3,2,7,656.7
21 to 35,Female,8,6,275,3.37,4,4,6,693.2
51 or more,Female,7,2,129,2.4,2,2,7,671.8
36 to 50,Male,7,3,64,1.98,1,3,8,653.3
51 or more,Male,6,7,71,2.59,0,3,7,664.1
21 to 35,Female,7,6,199,2.0,3,5,6,667.5
21 to 35,Female,7,6,86,3.67,3,5,6,667.5
36 to 50,Female,8,7,83,3.49,2,5,8,771.6
36 to 50,Female,8,7,217,3.64,2,5,8,771.6
36 to 50,Female,7,1,115,3.59,3,5,8,668.2
21 to 35,Female,8,6,93,3.56,5,3,7,672.8
51 or more,Female,8,4,110,2.95,0,4,6,737.0
Less than 20,Female,7,1,297,3.75,0,3,4,693.7
Less than 20,Female,8,9,214,1.65,1,3,2,641.1
Less than 20,Male,10,10,55,2.21,1,3,6,684.2
21 to 35,Female,7,1,267,2.03,4,1,9,578.1
Less than 20,Female,8,3,254,1.8,3,4,6,721.5
Less than 20,Male,8,10,119,1.52,0,5,2,746.7
36 to 50,Female,7,8,46,2.51,3,4,8,683.2
36 to 50,Female,5,1,117,3.31,5,1,4,645.7
36 to 50,Female,10,6,53,3.11,4,3,7,610.3
21 to 35,Male,7,10,252,3.13,2,4,8,726.1
51 or more,Female,6,9,87,3.72,3,3,6,695.1
51 or more,Female,7,5,218,3.89,5,5,7,589.1
36 to 50,Female,9,1,251,3.2,2,3,7,702.6
51 or more,Male,6,6,80,1.71,5,4,8,687.7
Less than 20,Female,9,1,117,3.19,2,2,9,598.9
Less than 20,Female,8,2,251,2.89,1,2,9,648.2
51 or more,Male,6,10,196,1.66,4,3,4,720.8
21 to 35,Male,9,3,223,2.14,5,5,9,616.3
36 to 50,Female,8,5,130,2.09,4,2,6,611.4
36 to 50,Female,6,1,231,3.43,4,3,4,642.5
21 to 35,Male,8,2,42,2.36,2,3,7,704.3
Less than 20,Female,8,7,176,2.75,3,5,5,696.8
36 to 50,Female,9,6,291,3.46,3,1,6,690.0
21 to 35,Male,8,6,175,3.84,0,4,6,786.7
21 to 35,Male,8,5,38,2.85,1,2,9,674.3
36 to 50,Male,7,5,110,2.89,2,4,7,633.3
21 to 35,Male,6,7,97,1.74,3,3,7,643.7
51 or more,Female,6,1,155,2.74,5,5,7,652.7
21 to 35,Female,9,8,79,3.22,5,3,3,656.4
21 to 35,Male,7,5,99,1.97,1,2,8,648.6
21 to 35,Female,10,8,168,1.78,1,5,3,675.3
Less than 20,Female,7,8,199,3.66,4,5,8,725.7
51 or more,Female,7,10,119,1.79,2,1,7,690.4
51 or more,Female,8,9,168,3.78,3,3,7,687.0
51 or more,Male,6,9,101,2.18,2,3,7,686.6
Less than 20,Female,8,6,274,2.32,1,3,4,674.5
21 to 35,Female,7,7,96,2.81,5,4,3,666.0
21 to 35,Female,7,10,159,1.97,0,5,4,749.9
21 to 35,Male,7,4,239,3.22,1,0,6,617.8
36 to 50,Male,8,9,223,2.81,4,1,6,636.0
51 or more,Female,6,9,55,3.87,3,4,7,744.4
36 to 50,Male,8,7,247,3.78,4,1,9,627.1
21 to 35,Male,7,8,65,3.42,4,1,5,637.3
21 to 35,Male,7,10,45,1.96,3,1,5,671.7
21 to 35,Female,7,3,107,2.03,3,3,3,639.7
21 to 35,Male,7,10,50,2.17,2,4,7,698.9
36 to 50,Male,7,1,164,3.59,0,1,7,629.1
36 to 50,Male,5,5,274,3.12,4,1,6,605.7
51 or more,Female,8,7,213,1.94,1,5,4,747.8
36 to 50,Female,6,5,201,2.65,4,2,3,682.4
21 to 35,Female,9,1,83,3.94,4,2,5,619.3
21 to 35,Male,10,10,122,3.33,1,5,2,765.8
21 to 35,Male,7,10,205,3.84,3,3,4,753.3
36 to 50,Male,7,1,219,3.52,1,5,7,634.2
21 to 35,Female,8,1,275,3.31,2,1,9,666.7
21 to 35,Male,8,3,221,3.57,1,5,2,721.5
36 to 50,Female,8,5,133,3.23,3,3,3,674.3
36 to 50,Male,8,10,97,2.92,5,3,9,726.3
36 to 50,Male,7,10,184,3.34,3,5,3,714.2
51 or more,Female,7,4,255,2.07,4,3,2,673.9
Less than 20,Male,8,6,262,2.73,2,3,3,674.5
36 to 50,Male,5,6,133,3.88,2,4,3,697.7
21 to 35,Male,6,3,269,3.52,3,1,6,654.8
21 to 35,Male,8,6,241,3.82,1,2,7,618.4
36 to 50,Male,10,7,155,3.92,5,5,4,644.5
21 to 35,Female,7,10,152,2.97,1,4,5,688.7
51 or more,Male,9,3,65,1.99,3,1,7,663.9
36 to 50,Female,8,10,267,3.35,3,3,6,711.0
36 to 50,Female,6,3,271,1.52,4,2,3,641.2
51 or more,Male,7,4,162,1.72,0,1,5,679.0
51 or more,Female,7,1,256,2.22,1,1,3,647.8
21 to 35,Male,7,1,119,1.54,2,0,7,581.5
36 to 50,Male,6,4,284,3.21,3,4,9,661.8
36 to 50,Female,8,2,112,3.54,3,3,9,690.7
51 or more,Female,8,5,168,3.38,5,2,4,672.6
36 to 50,Female,8,8,49,1.86,5,4,3,698.7
Less than 20,Female,6,7,113,3.51,4,2,2,694.7
Less than 20,Female,8,7,56,3.57,2,4,2,666.2
36 to 50,Female,8,2,87,1.74,3,3,2,644.8
Less than 20,Female,8,3,246,2.73,2,3,2,690.9
21 to 35,Male,6,7,154,3.22,4,3,5,626.7
51 or more,Female,8,1,229,2.52,3,3,7,637.8
51 or more,Female,6,10,243,3.72,4,4,8,751.4
36 to 50,Male,7,9,185,2.82,2,3,2,656.2
51 or more,Female,7,10,47,1.81,2,5,9,724.4
21 to 35,Female,7,4,134,2.83,1,5,3,706.2
36 to 50,Female,8,5,188,2.94,2,4,9,645.4
Less than 20,Female,8,10,70,3.88,3,4,8,719.5
21 to 35,Male,7,6,36,2.55,3,1,8,613.1
51 or more,Female,7,2,34,3.73,1,3,6,670.1
21 to 35,Female,7,4,50,2.3,3,2,3,588.9
36 to 50,Male,6,10,163,2.63,3,1,3,589.9
36 to 50,Female,6,2,149,3.19,2,1,9,601.9
36 to 50,Male,8,7,271,3.71,2,5,9,676.4
21 to 35,Male,8,5,135,3.44,3,5,9,638.6
21 to 35,Female,6,3,160,1.89,3,1,3,585.1
21 to 35,Female,8,4,67,1.98,3,2,3,657.1
21 to 35,Female,6,9,116,1.67,2,4,6,662.8
21 to 35,Male,8,4,142,3.05,1,2,8,718.3
51 or more,Female,7,2,280,2.6,4,5,8,668.4
36 to 50,Male,7,10,100,3.69,2,3,2,663.2
21 to 35,Male,7,7,293,3.97,0,3,4,713.6
21 to 35,Female,6,9,98,3.7,3,3,8,633.9
21 to 35,Female,7,1,284,1.62,1,2,5,671.6
51 or more,Male,8,5,115,3.86,2,2,6,662.4
51 or more,Male,8,10,247,1.76,1,5,6,724.6
36 to 50,Female,7,1,79,2.62,0,3,8,675.0
21 to 35,Male,6,3,163,2.24,3,2,6,614.0
21 to 35,Male,7,7,259,1.89,3,5,5,737.4
51 or more,Female,8,8,90,1.93,2,5,9,729.3
36 to 50,Female,9,10,281,2.36,3,4,3,733.3
36 to 50,Female,7,5,259,1.56,3,1,7,646.9
21 to 35,Female,7,9,87,1.66,3,3,9,736.1
36 to 50,Female,8,2,214,3.29,1,3,5,670.3
21 to 35,Female,4,3,232,3.07,4,1,8,645.9
21 to 35,Female,8,6,61,1.75,2,4,6,669.4
21 to 35,Male,8,4,174,2.58,2,1,3,589.1
21 to 35,Female,8,3,198,3.02,1,4,9,670.5
21 to 35,Female,6,5,51,1.74,5,5,6,667.1
36 to 50,Female,7,10,108,3.93,5,3,9,688.7
36 to 50,Male,7,10,165,3.62,1,1,9,717.6
51 or more,Female,8,8,205,2.07,3,3,9,623.9
36 to 50,Female,7,6,106,2.8,2,2,8,660.7
21 to 35,Female,7,4,59,2.77,1,1,4,680.7
21 to 35,Female,8,1,182,2.34,2,3,2,675.2
21 to 35,Female,8,10,242,3.4,5,4,2,668.5
36 to 50,Male,7,5,208,3.15,4,3,6,607.8
36 to 50,Male,6,9,112,3.66,1,1,3,673.0
36 to 50,Female,5,1,229,1.51,4,2,4,620.2
36 to 50,Male,6,6,158,3.01,3,3,4,662.2
51 or more,Male,6,10,220,3.98,4,5,7,693.6
Less than 20,Male,7,7,81,3.47,4,5,3,691.5
36 to 50,Female,7,6,112,2.36,5,5,3,676.0
21 to 35,Female,7,5,217,1.89,5,3,4,601.0
36 to 50,Male,6,9,42,2.57,1,1,2,673.0
51 or more,Female,7,10,248,2.56,3,5,2,744.8
36 to 50,Male,7,6,46,2.96,1,5,4,716.8
21 to 35,Female,8,6,271,1.67,3,3,5,677.9
21 to 35,Female,8,1,187,2.47,4,2,4,573.2
51 or more,Male,7,7,195,3.64,1,5,6,676.2
21 to 35,Male,7,8,168,3.11,3,3,7,710.4
21 to 35,Female,7,1,57,2.59,3,5,5,680.1
51 or more,Female,4,2,190,2.28,2,3,3,632.1
36 to 50,Female,8,5,211,2.2,3,5,4,633.5
51 or more,Female,6,5,184,3.37,5,1,8,645.0
21 to 35,Female,5,9,243,2.57,3,1,4,632.0
36 to 50,Male,6,10,98,2.12,1,2,5,646.0
21 to 35,Male,6,2,238,3.53,4,0,4,591.7
51 or more,Male,7,6,186,2.16,0,4,6,618.2
21 to 35,Female,6,1,104,1.66,5,1,9,591.5
Less than 20,Female,7,6,260,2.87,3,2,2,691.3
36 to 50,Female,7,10,94,2.2,5,2,4,607.1
36 to 50,Female,8,6,112,1.51,3,1,2,643.9
36 to 50,Male,7,3,103,2.75,4,1,3,692.4
36 to 50,Female,6,8,294,3.74,5,5,3,613.3
36 to 50,Female,7,6,298,3.11,1,3,4,623.3
36 to 50,Male,9,3,119,1.55,2,3,3,665.6
51 or more,Female,7,8,31,2.45,3,5,4,690.0
51 or more,Female,8,10,205,2.12,2,4,2,700.8
36 to 50,Female,5,4,154,3.18,5,2,5,631.0
36 to 50,Female,8,4,297,2.64,1,3,4,703.0
36 to 50,Female,6,9,244,1.93,4,1,7,630.5
21 to 35,Female,7,1,96,2.64,3,1,9,642.7
